loan_id,customer_id,loan_amount,loan_date,loan_status,repayment_history,interest_rate,loan_purpose,collateral,default_risk,repayment_rank
460,27,40480,2023-03-05,Rejected,9,5.86,Education,House,Low,314
464,709,460254,2022-12-11,Defaulted,9,9.58,Education,House,High,314
488,476,407917,2022-04-02,Approved,9,3.82,"Home Renovation",None,Medium,314
495,817,102471,2019-12-25,Approved,9,8.04,Medical,House,Medium,314
503,271,152766,2022-05-16,Closed,9,5.3,Education,House,High,314
510,679,96254,2022-05-23,Closed,9,6.14,Medical,House,Medium,314
520,535,347208,2024-06-12,Defaulted,9,11.42,Education,House,Low,314
521,181,126764,2024-10-02,Approved,9,10.04,"Business Expansion",Car,Medium,314
529,100,339696,2024-03-28,Defaulted,9,7.17,Education,Car,Low,314
530,165,415656,2021-01-19,Closed,9,10.33,Medical,House,Medium,314
541,990,453585,2024-08-05,Rejected,9,9.51,"Business Expansion",None,Medium,314
545,780,267353,2023-11-27,Closed,9,5.6,Medical,House,Low,314
546,312,99629,2023-05-28,Defaulted,9,4.64,"Business Expansion",Car,Low,314
548,654,145138,2024-08-13,Rejected,9,12.38,"Business Expansion",None,Low,314
554,743,348885,2024-09-22,Closed,9,11.14,"Business Expansion",None,Low,314
564,902,149135,2024-11-19,Closed,9,12.4,"Home Renovation",Car,Medium,314
572,375,321652,2023-01-07,Closed,9,8.15,"Home Renovation",None,Medium,314
611,557,61566,2020-04-03,Closed,9,3.57,Medical,Car,High,314
619,207,393207,2024-10-25,Closed,9,5.42,Medical,None,High,314
626,6,34823,2021-07-15,Approved,9,7.48,"Home Renovation",None,High,314
633,61,248491,2022-11-18,Defaulted,9,8.7,"Home Renovation",House,High,314
641,412,425111,2021-03-23,Defaulted,9,4.48,"Home Renovation",House,High,314
651,874,17509,2020-07-06,Defaulted,9,3.96,Medical,House,Low,314
656,400,155658,2023-05-07,Approved,9,3.85,"Home Renovation",House,Medium,314
657,993,355065,2022-09-27,Approved,9,4.06,"Business Expansion",None,High,314
669,335,417046,2022-08-02,Defaulted,9,5.06,"Business Expansion",None,Low,314
682,232,200228,2021-12-26,Approved,9,5.85,Education,House,Medium,314
698,444,371123,2023-06-06,Rejected,9,9.65,"Home Renovation",House,Medium,314
714,429,142418,2022-06-19,Defaulted,9,12.09,Medical,House,Medium,314
725,929,392338,2021-11-08,Approved,9,8.98,"Home Renovation",Car,High,314
733,475,77858,2021-02-11,Defaulted,9,9.1,Medical,House,Medium,314
743,855,444731,2021-11-25,Approved,9,6.78,"Home Renovation",None,Low,314
757,94,342563,2023-12-09,Rejected,9,7.85,"Home Renovation",Car,High,314
762,209,140359,2020-04-25,Approved,9,3.8,Medical,House,High,314
771,315,104865,2022-08-12,Rejected,9,7.19,"Business Expansion",Car,Medium,314
774,484,480026,2024-07-01,Approved,9,12.11,"Business Expansion",House,Medium,314
785,898,28065,2021-10-06,Defaulted,9,10.48,"Home Renovation",None,High,314
789,621,292703,2021-04-18,Defaulted,9,4.28,Medical,Car,Low,314
793,358,160957,2021-12-06,Approved,9,11.07,"Business Expansion",None,Medium,314
796,569,213912,2024-07-09,Defaulted,9,4.53,Medical,House,High,314
797,538,348331,2024-10-14,Defaulted,9,8.63,Medical,House,Medium,314
803,824,246911,2020-09-14,Defaulted,9,4.44,"Business Expansion",House,Medium,314
806,742,434368,2024-11-01,Closed,9,4.12,"Home Renovation",Car,Medium,314
809,460,11539,2021-02-15,Closed,9,6.53,"Business Expansion",None,Low,314
812,739,186461,2020-12-23,Rejected,9,9.97,"Business Expansion",None,Low,314
816,898,445345,2021-09-14,Rejected,9,3.79,"Business Expansion",None,Medium,314
855,205,317748,2020-03-31,Approved,9,11.24,Medical,Car,High,314
859,199,130181,2020-04-21,Closed,9,11.05,Medical,None,Medium,314
865,776,316228,2023-09-23,Defaulted,9,12.15,Education,Car,Medium,314
869,1000,127034,2021-02-06,Rejected,9,9.14,Education,Car,Medium,314
891,507,56039,2020-11-12,Closed,9,8.18,Education,None,Medium,314
911,880,16226,2021-03-25,Approved,9,10.17,Education,None,Low,314
926,64,147250,2024-07-08,Approved,9,6.01,"Home Renovation",None,Medium,314
944,320,458019,2021-09-02,Approved,9,5.98,Medical,House,Medium,314
951,483,151100,2020-04-23,Closed,9,9.93,Medical,Car,High,314
965,713,22287,2020-08-28,Defaulted,9,9.56,Medical,None,High,314
972,364,416100,2020-04-03,Approved,9,11.56,Medical,Car,Low,314
973,213,171049,2023-07-13,Closed,9,7.5,Medical,House,Low,314
978,40,238161,2022-07-14,Defaulted,9,10.87,Education,House,Low,314
985,458,289928,2020-05-01,Approved,9,6.37,"Business Expansion",House,Low,314
988,754,438363,2020-10-30,Approved,9,7.72,Medical,House,High,314
999,70,495736,2020-09-25,Rejected,9,9.79,Education,House,Medium,314
1005,610,301601,2024-04-02,Closed,9,9.88,"Home Renovation",None,High,314
1014,696,234315,2019-12-26,Rejected,9,11.85,Education,Car,High,314
1028,32,388721,2020-09-05,Defaulted,9,8.05,"Business Expansion",House,High,314
1046,191,277586,2023-10-09,Defaulted,9,5.53,"Business Expansion",House,Low,314
1052,416,170889,2022-07-21,Approved,9,10.62,"Business Expansion",Car,High,314
1059,464,81350,2020-12-21,Closed,9,8.64,"Home Renovation",Car,Low,314
1071,279,495381,2020-02-25,Approved,9,11.76,"Business Expansion",Car,Low,314
1073,984,207412,2022-12-14,Closed,9,8.15,Medical,House,Low,314
1084,382,343335,2023-08-13,Closed,9,6.72,"Business Expansion",House,High,314
1085,607,348806,2020-04-26,Defaulted,9,7.76,"Business Expansion",House,Medium,314
1091,988,234656,2022-01-20,Rejected,9,9.89,"Home Renovation",None,Medium,314
1101,646,97970,2020-11-27,Approved,9,5.84,Medical,Car,High,314
1103,984,443854,2023-11-07,Rejected,9,7.77,"Business Expansion",Car,High,314
1104,912,270874,2023-12-03,Approved,9,6.34,Medical,House,Medium,314
1116,163,155083,2024-08-16,Defaulted,9,11.83,Education,None,Medium,314
1125,47,66194,2024-10-10,Defaulted,9,5.61,Medical,Car,Medium,314
1136,694,477934,2024-08-08,Rejected,9,9.59,"Business Expansion",None,Medium,314
1141,56,344884,2020-04-12,Closed,9,7.32,Medical,None,Low,314
1145,493,392370,2021-11-19,Closed,9,9.02,"Home Renovation",House,Low,314
1161,253,201758,2020-11-16,Closed,9,7.94,Medical,Car,Low,314
1167,633,183022,2020-09-05,Closed,9,5.26,"Home Renovation",House,Medium,314
1168,955,291430,2021-04-24,Closed,9,12.36,Education,None,Low,314
1173,802,374743,2020-08-29,Rejected,9,6.01,"Business Expansion",House,Medium,314
1187,134,240255,2021-12-12,Defaulted,9,8.58,Medical,House,Low,314
1198,55,87579,2023-09-21,Closed,9,9.61,"Home Renovation",House,Medium,314
1205,880,209412,2020-09-24,Defaulted,9,11.59,Medical,None,High,314
1209,118,297805,2022-07-04,Defaulted,9,6.06,Education,Car,Low,314
1212,588,430666,2021-11-08,Rejected,9,8.51,"Business Expansion",Car,Medium,314
1270,908,235052,2023-07-29,Defaulted,9,9.27,Education,House,High,314
1273,980,370448,2023-04-21,Approved,9,6.92,Medical,Car,Low,314
1296,677,341144,2021-10-10,Approved,9,8.57,Education,Car,High,314
1308,392,354719,2020-09-15,Defaulted,9,9.68,"Home Renovation",None,High,314
1338,186,120566,2024-06-02,Closed,9,4.59,"Business Expansion",None,Low,314
1339,639,7039,2020-10-09,Closed,9,12.09,Medical,Car,High,314
1347,553,8667,2020-06-23,Rejected,9,6.31,"Business Expansion",House,High,314
1351,412,226313,2023-10-28,Approved,9,10.28,"Business Expansion",None,Low,314
1362,189,454003,2021-01-10,Rejected,9,6,"Business Expansion",Car,Medium,314
1370,224,417850,2021-10-16,Defaulted,9,11.61,"Home Renovation",Car,Low,314
1380,393,337988,2021-01-18,Defaulted,9,12.47,"Home Renovation",House,High,314
1384,549,66128,2021-05-28,Rejected,9,5.45,Medical,Car,Low,314
1396,787,423243,2020-05-11,Defaulted,9,9.51,"Business Expansion",Car,Low,314
1417,126,167051,2021-04-15,Approved,9,5.97,Medical,Car,Medium,314
1429,474,14977,2020-12-26,Approved,9,4.84,"Business Expansion",Car,High,314
1433,469,205989,2022-03-20,Rejected,9,8.04,"Business Expansion",Car,Low,314
1438,666,190351,2023-10-19,Approved,9,12.09,"Business Expansion",None,High,314
1456,323,307753,2021-01-22,Approved,9,7.44,"Home Renovation",None,High,314
1492,619,226623,2022-04-20,Closed,9,11.63,"Home Renovation",Car,Low,314
1495,454,160319,2021-10-05,Defaulted,9,9.38,"Home Renovation",Car,Medium,314
1499,303,319499,2024-10-31,Approved,9,9.68,Education,Car,Medium,314
1512,527,239444,2024-05-13,Defaulted,9,5.46,Education,Car,Low,314
1529,146,47041,2022-06-28,Closed,9,12.23,"Business Expansion",None,Medium,314
1537,728,55321,2021-07-04,Approved,9,8.14,"Business Expansion",None,Low,314
1557,927,7846,2020-02-03,Closed,9,3.76,"Business Expansion",Car,High,314
1561,278,292942,2022-05-13,Defaulted,9,9.59,"Home Renovation",Car,Medium,314
1574,232,362201,2022-10-02,Closed,9,11.6,Education,House,High,314
1577,656,91543,2022-06-17,Approved,9,7.32,"Business Expansion",House,Medium,314
1588,823,204205,2023-10-11,Approved,9,9.56,"Business Expansion",None,Medium,314
1589,130,365344,2022-10-20,Defaulted,9,7.75,Medical,House,Low,314
1594,22,427198,2021-11-02,Defaulted,9,5.77,Education,House,High,314
1599,228,220137,2021-01-27,Approved,9,10.83,Education,House,Low,314
1634,364,387923,2020-09-20,Defaulted,9,4.78,Medical,House,High,314
1651,36,29034,2024-06-08,Approved,9,10.46,Medical,Car,Low,314
1662,426,130372,2023-04-25,Closed,9,7.18,Education,Car,High,314
1664,751,430774,2024-06-04,Approved,9,7.5,"Home Renovation",Car,High,314
1665,686,39947,2023-10-21,Approved,9,4.58,Medical,House,High,314
1668,408,499266,2022-03-17,Approved,9,5.59,Education,None,Medium,314
1685,735,140055,2022-10-01,Rejected,9,3.9,"Business Expansion",House,High,314
1708,183,354482,2022-05-15,Rejected,9,9.64,Medical,Car,High,314
1717,937,176069,2023-03-13,Approved,9,4.03,Education,None,Medium,314
1721,832,78872,2022-06-28,Closed,9,10.77,Medical,Car,Medium,314
1737,65,453813,2020-01-21,Approved,9,8.24,Medical,Car,Medium,314
1743,426,334208,2020-11-22,Approved,9,7.54,Medical,Car,Medium,314
1744,636,330122,2024-06-18,Rejected,9,11.91,Medical,Car,Low,314
1765,101,113485,2022-12-21,Defaulted,9,5.47,"Business Expansion",Car,Low,314
1782,676,68321,2022-08-03,Rejected,9,8.19,"Business Expansion",House,High,314
1804,610,303615,2022-07-31,Defaulted,9,11.88,"Home Renovation",Car,Low,314
1824,485,256641,2024-08-23,Defaulted,9,7.12,Medical,Car,Medium,314
1826,484,211521,2023-01-24,Closed,9,8.02,Medical,Car,Medium,314
1831,606,104157,2023-06-07,Closed,9,7.63,Medical,Car,Low,314
1833,94,128253,2022-10-19,Rejected,9,9.08,Education,House,Medium,314
1834,37,397247,2023-12-04,Approved,9,11.86,Education,Car,High,314
1838,904,317898,2024-07-25,Rejected,9,10.68,"Home Renovation",House,Low,314
1842,817,103914,2020-10-19,Rejected,9,9.51,"Business Expansion",Car,High,314
1843,668,169680,2021-04-17,Approved,9,8.65,Medical,Car,High,314
1853,751,437273,2021-09-13,Closed,9,4.33,Education,None,Low,314
1855,343,349674,2023-02-20,Approved,9,5.54,"Home Renovation",Car,Medium,314
1898,976,143874,2024-01-09,Approved,9,5.07,"Business Expansion",House,Low,314
1900,87,322745,2024-09-10,Approved,9,7.61,Education,Car,High,314
1906,453,389004,2022-03-05,Approved,9,10.18,Education,House,Low,314
1917,858,257558,2020-09-13,Closed,9,7.8,Medical,House,Medium,314
1922,929,408535,2023-08-30,Approved,9,8.1,Medical,None,Medium,314
1927,673,399873,2021-02-25,Approved,9,7.6,Education,None,High,314
1928,232,449254,2020-09-13,Approved,9,8.17,Medical,Car,Medium,314
1929,925,165895,2022-12-12,Approved,9,11.35,"Business Expansion",Car,Low,314
1934,195,329779,2021-11-06,Closed,9,6.38,Education,House,High,314
1944,381,368893,2020-01-13,Closed,9,4.8,Education,House,High,314
1986,411,357598,2024-06-14,Closed,9,8.67,Medical,House,Medium,314
1987,79,43576,2020-10-05,Approved,9,7.75,Education,House,Medium,314
1999,562,115983,2021-12-22,Closed,9,6.88,Education,Car,High,314
2000,280,343117,2020-01-21,Defaulted,9,12.18,Medical,House,Medium,314
2002,254,337779,2024-10-22,Rejected,9,10.17,"Business Expansion",Car,Medium,314
2003,833,429329,2022-01-12,Approved,9,9.68,"Home Renovation",House,Medium,314
2006,549,281386,2024-05-19,Defaulted,9,10.57,"Home Renovation",House,Medium,314
2009,661,230468,2024-01-16,Closed,9,7.06,Education,Car,Low,314
2025,892,99771,2022-03-10,Closed,9,6.58,Education,Car,Medium,314
2035,358,283425,2021-06-19,Defaulted,9,6.96,Education,None,Low,314
2046,253,369184,2022-05-02,Approved,9,3.75,"Business Expansion",House,Medium,314
2050,35,351473,2019-12-04,Defaulted,9,5.25,"Business Expansion",None,Medium,314
2060,31,466370,2023-01-19,Closed,9,4.8,Education,None,Medium,314
2061,738,22641,2022-07-26,Approved,9,8.46,"Business Expansion",House,Low,314
2066,584,130181,2024-11-21,Approved,9,6.86,Medical,Car,Low,314
2070,908,306164,2020-01-13,Closed,9,3.58,"Business Expansion",Car,High,314
2083,572,455364,2023-06-10,Defaulted,9,5.27,"Home Renovation",House,Low,314
2102,885,392487,2022-04-19,Rejected,9,11.71,Education,None,Low,314
2110,721,494494,2023-08-06,Approved,9,11.85,"Home Renovation",Car,Low,314
2117,904,157848,2024-07-19,Defaulted,9,8.18,Education,House,Medium,314
2131,966,152088,2021-02-09,Rejected,9,7.23,"Home Renovation",None,Low,314
2137,422,67819,2023-04-16,Closed,9,9.91,Education,Car,High,314
2138,477,55742,2020-11-25,Closed,9,12.27,Education,None,Low,314
2140,366,76462,2024-01-14,Closed,9,8.55,"Business Expansion",None,Medium,314
2144,19,169625,2021-07-11,Defaulted,9,8.33,Education,Car,Low,314
2147,381,214378,2020-10-12,Rejected,9,8.93,Medical,Car,Low,314
2155,935,275041,2019-12-10,Rejected,9,8.59,"Business Expansion",House,Low,314
2166,79,465540,2020-07-30,Rejected,9,11.8,Education,House,Medium,314
2167,266,468284,2024-10-17,Approved,9,10.95,Medical,House,Low,314
2173,412,449087,2024-11-01,Closed,9,5.13,"Home Renovation",House,High,314
2183,284,241296,2020-10-15,Rejected,9,11.24,Education,House,Low,314
2199,556,329888,2024-03-11,Rejected,9,4.53,Education,Car,High,314
2228,729,93699,2024-11-24,Defaulted,9,8.07,Medical,Car,Medium,314
2240,828,129480,2024-01-04,Approved,9,5.28,Education,Car,Low,314
2243,79,320749,2020-10-31,Closed,9,7.19,Medical,None,Low,314
2245,728,370113,2023-01-31,Closed,9,7.14,"Business Expansion",Car,Low,314
2257,263,131860,2020-02-21,Approved,9,10.44,"Home Renovation",None,High,314
2298,507,450852,2021-02-24,Closed,9,5.16,Education,None,Low,314
2354,623,146055,2024-08-29,Defaulted,9,10.74,Medical,None,Low,314
2359,188,94054,2022-06-25,Rejected,9,8.8,"Business Expansion",House,Low,314
2380,60,330642,2024-01-26,Rejected,9,8.71,"Home Renovation",None,Medium,314
2382,948,144627,2020-03-16,Closed,9,3.67,Education,Car,High,314
2383,313,200071,2022-12-19,Closed,9,7.92,"Home Renovation",Car,High,314
2396,487,424164,2022-11-12,Defaulted,9,11.07,Medical,House,Medium,314
2397,962,439108,2022-01-22,Closed,9,8.1,Medical,Car,Medium,314
2403,175,320690,2022-04-10,Closed,9,6.47,Medical,None,High,314
2409,515,401880,2020-01-18,Rejected,9,4.73,"Business Expansion",Car,Low,314
2414,602,175268,2023-05-18,Closed,9,8.29,Medical,Car,Low,314
2425,641,173701,2020-03-20,Closed,9,11.36,"Business Expansion",House,Low,314
2430,491,71288,2019-12-27,Rejected,9,5.54,Medical,House,Medium,314
2443,205,482751,2022-07-24,Rejected,9,12.35,Education,Car,Medium,314
2464,17,122199,2024-10-10,Closed,9,5.94,Medical,House,Low,314
2481,371,403667,2020-04-30,Approved,9,7.96,Medical,House,Low,314
2486,256,106227,2023-05-12,Approved,9,4.81,"Home Renovation",House,Medium,314
2495,3,264254,2020-08-14,Defaulted,9,4.01,"Home Renovation",House,Low,314
2521,458,39985,2022-05-14,Rejected,9,3.69,Education,Car,Medium,314
2539,394,39295,2023-03-09,Rejected,9,5.05,Education,None,Medium,314
2551,229,259539,2024-11-27,Approved,9,11.37,Medical,None,High,314
2552,331,371293,2022-01-18,Defaulted,9,4.01,Medical,None,Medium,314
2554,540,179626,2024-05-13,Closed,9,9.99,"Business Expansion",House,High,314
2587,857,396436,2020-10-07,Closed,9,4.86,Medical,None,Medium,314
2588,267,134533,2021-09-06,Rejected,9,12.23,Education,House,Low,314
2598,340,166006,2022-05-22,Approved,9,8.43,Medical,None,Medium,314
2612,719,228097,2022-08-07,Closed,9,9.94,Medical,Car,High,314
2617,70,327341,2024-02-06,Defaulted,9,12.24,Medical,None,Low,314
2621,372,36066,2020-08-04,Rejected,9,10.86,"Home Renovation",House,Low,314
2629,874,166121,2021-02-17,Defaulted,9,4.89,"Business Expansion",Car,Low,314
2630,519,254643,2023-12-25,Approved,9,8.76,Medical,Car,High,314
2634,615,106496,2023-01-09,Closed,9,5.86,Education,Car,Low,314
2660,470,143751,2021-11-25,Closed,9,9.99,"Home Renovation",None,High,314
2666,207,166835,2021-11-02,Approved,9,7.36,"Business Expansion",House,High,314
2681,553,210131,2023-12-06,Defaulted,9,11.68,"Business Expansion",Car,High,314
2684,311,423971,2021-12-03,Approved,9,4.93,"Home Renovation",House,Medium,314
2695,433,70997,2023-05-16,Defaulted,9,8.8,Education,House,Medium,314
2700,719,92298,2024-01-29,Approved,9,12.04,"Home Renovation",Car,Low,314
2711,50,467207,2021-04-18,Closed,9,5.58,Education,None,High,314
2716,539,436612,2020-06-01,Approved,9,6.38,Medical,Car,Medium,314
2718,110,171155,2021-03-27,Approved,9,10.78,"Business Expansion",None,Low,314
2720,569,450658,2020-07-03,Defaulted,9,6.92,Medical,House,High,314
2723,166,291471,2020-06-17,Rejected,9,5.95,"Home Renovation",None,Low,314
2726,568,181825,2022-01-30,Closed,9,4.33,Education,Car,Medium,314
2754,591,492625,2022-12-29,Rejected,9,8.06,"Home Renovation",None,Medium,314
2763,468,266613,2022-04-03,Closed,9,5.9,"Home Renovation",House,Medium,314
2770,810,381994,2020-04-10,Closed,9,8.17,"Home Renovation",Car,Low,314
2790,282,132397,2019-12-02,Rejected,9,7.48,Education,None,Low,314
2792,263,454181,2024-07-21,Defaulted,9,4.78,"Home Renovation",Car,Low,314
2808,379,148238,2021-09-05,Closed,9,8.68,"Business Expansion",None,High,314
2810,543,426573,2020-10-06,Approved,9,6.11,"Business Expansion",None,Medium,314
2818,708,342932,2024-03-29,Defaulted,9,4.96,Education,House,High,314
2823,641,325018,2024-03-27,Approved,9,8.65,Medical,House,High,314
2824,11,185327,2023-07-09,Closed,9,5.32,"Home Renovation",House,High,314
2832,330,17150,2021-06-10,Defaulted,9,6.23,Medical,House,Low,314
2882,383,396335,2020-10-04,Rejected,9,5.67,"Home Renovation",Car,High,314
2898,550,236757,2024-03-11,Rejected,9,7.6,Education,House,High,314
2900,356,32176,2021-12-04,Defaulted,9,11.46,Education,Car,Low,314
2908,30,250312,2020-10-14,Approved,9,9.07,Medical,House,High,314
2920,710,382829,2020-01-09,Rejected,9,7.43,Medical,House,Low,314
2923,455,182414,2024-04-26,Defaulted,9,5.34,Medical,None,Low,314
2942,554,166252,2020-02-03,Rejected,9,8.83,"Home Renovation",House,Low,314
2947,565,416691,2022-06-19,Rejected,9,10.54,"Business Expansion",None,Medium,314
2949,520,397205,2022-04-26,Rejected,9,7.96,"Business Expansion",None,Low,314
2953,559,403403,2022-07-16,Closed,9,4.01,Education,Car,Medium,314
2976,527,361543,2020-05-16,Approved,9,5.33,"Business Expansion",Car,High,314
2982,442,67189,2020-10-18,Closed,9,9.83,"Home Renovation",Car,High,314
2986,68,242370,2021-07-25,Rejected,9,4.5,"Home Renovation",Car,Low,314
2781,83,293793,2023-06-16,Rejected,8,6.71,"Business Expansion",House,High,622
2782,259,347809,2021-12-26,Closed,8,7.65,"Business Expansion",Car,Medium,622
2783,315,277220,2023-08-26,Defaulted,8,6.71,Education,Car,Low,622
2789,401,33109,2024-09-20,Rejected,8,5.65,"Home Renovation",House,Medium,622
2795,611,345479,2021-05-20,Closed,8,8.45,Education,None,Medium,622
2813,985,174764,2019-12-18,Approved,8,6.69,Education,Car,Medium,622
2835,320,146867,2022-11-05,Approved,8,6.5,Education,None,High,622
2868,138,490499,2021-06-30,Approved,8,4.49,Medical,House,Low,622
2880,727,83694,2023-09-08,Closed,8,7.02,"Home Renovation",Car,High,622
2888,731,48938,2020-04-09,Closed,8,10.77,Education,House,High,622
2894,465,244581,2020-02-19,Approved,8,9.34,"Home Renovation",None,Low,622
2904,582,493851,2023-12-19,Approved,8,4.44,"Business Expansion",Car,Low,622
2919,618,138973,2023-05-24,Defaulted,8,7.11,Medical,House,High,622
2924,372,319987,2021-11-03,Defaulted,8,6.1,Medical,None,Low,622
2928,471,341277,2021-09-05,Approved,8,6.68,"Home Renovation",House,Medium,622
2929,363,468925,2023-02-11,Approved,8,7.84,Education,Car,High,622
